"","qweek","gender","age","region","household_size","household_children","employment_status","WCRex1"
"11345","week 12","Male",20,"West Java","4","2","Full time student","Somewhat badly"
"11346","week 12","Male",22,"West Java","4","1","Full time employment","Somewhat badly"
"11347","week 12","Female",21,"East Java","6","3","Full time student","Somewhat badly"
"11348","week 12","Male",24,"West Java","1","0","Full time employment","Somewhat badly"
"11349","week 12","Female",22,"Central Java","5","1","Part time employment","Very well"
"11350","week 12","Male",23,"Central Java","3","0","Full time student","Very well"
"11351","week 12","Male",52,"Papua","2","0","Full time employment","Somewhat well"
"11352","week 12","Female",21,"West Java","5","0","Full time student","Somewhat badly"
"11353","week 12","Male",20,"Jakarta (Special Capital Region)","3","0","Full time student","Somewhat badly"
"11354","week 12","Male",33,"Jambi","1","0","Unemployed","Somewhat well"
"11355","week 12","Male",18,"North Sumatra","4","2","Full time student","Somewhat well"
"11356","week 12","Female",24,"West Kalimantan","3","0","Full time employment","Very badly"
"11357","week 12","Male",20,"East Java","2","Don't know","Part time employment","Somewhat badly"
"11358","week 12","Male",21,"Riau","5","1","Full time employment","Somewhat well"
"11359","week 12","Male",20,"Yogyakarta (Special Region)","4","0","Full time student","Somewhat well"
"11360","week 12","Male",23,"Yogyakarta (Special Region)","5","0","Full time student","Don't know"
"11361","week 12","Female",22,"Central Java","3","1","Full time student","Somewhat badly"
"11362","week 12","Female",23,"West Java","5","1","Part time employment","Somewhat well"
"11363","week 12","Female",18,"South Sumatra","4","1","Other","Very well"
"11364","week 12","Male",19,"Central Java","5","1","Full time student","Somewhat badly"
"11365","week 12","Male",23,"Central Java","3","0","Not working","Somewhat badly"
"11366","week 12","Male",51,"Central Java","3","1","Part time employment","Somewhat well"
"11367","week 12","Female",22,"West Java","3","0","Unemployed","Don't know"
"11368","week 12","Male",23,"East Java","2","0","Full time employment","Somewhat well"
"11369","week 12","Female",21,"East Java","5","1","Not working","Somewhat badly"
"11370","week 12","Male",22,"Central Kalimantan","7","1","Full time student","Somewhat well"
"11371","week 12","Female",45,"East Java","4","1","Not working","Somewhat well"
"11372","week 12","Male",64,"West Java","4","0","Part time employment","Somewhat well"
"11373","week 12","Male",21,"West Java","3","0","Full time student","Don't know"
"11374","week 12","Male",21,"Bangka–Belitung Islands","5","2","Full time employment","Don't know"
"11375","week 12","Female",24,"Yogyakarta (Special Region)","4","0","Full time employment","Somewhat badly"
"11376","week 12","Male",56,"Banten","2","2","Full time employment","Don't know"
"11377","week 12","Male",21,"Central Java","3","0","Full time employment","Don't know"
"11378","week 12","Male",21,"West Java","4","0","Part time employment","Somewhat badly"
"11379","week 12","Male",21,"West Java","5","1","Full time student","Somewhat badly"
"11380","week 12","Female",24,"Aceh (Special Region)","6","0","Part time employment","Somewhat well"
"11381","week 12","Male",60,"South Sulawesi","5","0","Full time employment","Don't know"
"11382","week 12","Male",20,"Central Java","Prefer not to say","Prefer not to say","Full time student","Don't know"
"11383","week 12","Male",49,"East Java","1","0","Full time employment","Somewhat well"
"11384","week 12","Female",24,"North Sumatra","5","0","Full time employment","Don't know"
"11385","week 12","Male",23,"Central Java","5","1","Full time employment","Somewhat badly"
"11386","week 12","Male",21,"West Java","6","1","Full time employment","Very well"
"11387","week 12","Male",47,"Riau","3","0","Unemployed","Very well"
"11388","week 12","Female",52,"West Java","4","1","Full time employment","Somewhat well"
"11389","week 12","Female",24,"Jakarta (Special Capital Region)","4","0","Full time student","Very badly"
"11390","week 12","Male",22,"North Sumatra","4","0","Full time employment","Very well"
"11391","week 12","Female",46,"Jakarta (Special Capital Region)","3","1","Part time employment","Don't know"
"11392","week 12","Female",21,"West Java","3","0","Unemployed","Somewhat badly"
"11393","week 12","Male",46,"Banten","4","2","Unemployed","Very well"
"11394","week 12","Male",43,"Jakarta (Special Capital Region)","2","2","Full time employment","Somewhat well"
"11395","week 12","Male",19,"West Java","5","0","Full time student","Somewhat well"
"11396","week 12","Male",49,"East Java","Prefer not to say","1","Full time employment","Don't know"
"11397","week 12","Female",20,"North Sumatra","5","1","Full time student","Somewhat well"
"11398","week 12","Male",18,"Bangka–Belitung Islands","5","1","Full time employment","Somewhat badly"
"11399","week 12","Male",22,"Jakarta (Special Capital Region)","Prefer not to say","Prefer not to say","Full time employment","Somewhat well"
"11400","week 12","Male",52,"Jakarta (Special Capital Region)","3","0","Full time employment","Very well"
"11401","week 12","Male",25,"Jakarta (Special Capital Region)","8 or more","Prefer not to say","Part time employment","Somewhat well"
"11402","week 12","Male",49,"Jambi","4","2","Full time employment","Don't know"
"11403","week 12","Male",46,"Jakarta (Special Capital Region)","4","2","Full time employment","Very well"
"11404","week 12","Female",20,"East Java","4","1","Full time student","Somewhat well"
"11405","week 12","Female",27,"West Java","7","1","Full time employment","Somewhat badly"
"11406","week 12","Female",23,"West Java","Prefer not to say","0","Full time employment","Don't know"
"11407","week 12","Male",21,"Jakarta (Special Capital Region)","4","1","Full time employment","Very well"
"11408","week 12","Male",20,"Yogyakarta (Special Region)","5","0","Full time student","Somewhat well"
"11409","week 12","Female",46,"Jakarta (Special Capital Region)","3","0","Full time employment","Somewhat well"
"11410","week 12","Female",47,"East Java","5","1","Not working","Somewhat well"
"11411","week 12","Male",21,"Central Kalimantan","5","1","Full time student","Don't know"
"11412","week 12","Female",36,"West Java","3","0","Part time employment","Don't know"
"11413","week 12","Male",25,"West Java","4","1","Not working","Somewhat well"
"11414","week 12","Female",23,"Central Java","3","0","Full time student","Somewhat well"
"11415","week 12","Female",19,"Banten","5","1","Full time student","Somewhat badly"
"11416","week 12","Female",21,"West Java","1","2","Full time student","Don't know"
"11417","week 12","Male",21,"Jakarta (Special Capital Region)","5","1","Unemployed","Don't know"
"11418","week 12","Female",36,"West Java","5","3","Not working","Somewhat well"
"11419","week 12","Female",23,"Jakarta (Special Capital Region)","3","Prefer not to say","Full time employment","Don't know"
"11420","week 12","Male",56,"West Java","4","0","Part time employment","Don't know"
"11421","week 12","Female",20,"Riau","4","1","Full time student","Somewhat badly"
"11422","week 12","Male",38,"West Java","6","1","Full time employment","Don't know"
"11423","week 12","Male",23,"Central Java","3","1","Full time employment","Somewhat badly"
"11424","week 12","Female",20,"Bali","2","3","Part time employment","Somewhat badly"
"11425","week 12","Female",21,"Bali","6","2","Full time student","Somewhat badly"
"11426","week 12","Female",23,"South Sulawesi","Prefer not to say","0","Full time student","Don't know"
"11427","week 12","Male",55,"Banten","5","0","Full time employment","Somewhat badly"
"11428","week 12","Female",21,"South Sulawesi","8 or more","0","Full time student","Somewhat well"
"11429","week 12","Female",22,"North Sumatra","6","1","Part time employment","Very well"
"11430","week 12","Male",51,"Jakarta (Special Capital Region)","3","1","Full time employment","Somewhat badly"
"11431","week 12","Female",46,"West Java","5","0","Part time employment","Somewhat badly"
"11432","week 12","Male",21,"Bali","6","1","Full time student","Somewhat well"
"11433","week 12","Female",23,"East Java","1","1","Unemployed","Don't know"
"11434","week 12","Female",26,"West Java","4","1","Full time employment","Don't know"
"11435","week 12","Female",20,"West Sumatra","6","3","Part time employment","Very well"
"11436","week 12","Female",19,"West Java","4","0","Full time student","Somewhat badly"
"11437","week 12","Female",20,"Central Java","Don't know","Prefer not to say","Full time student","Don't know"
"11438","week 12","Female",19,"East Java","5","0","Full time student","Somewhat well"
"11439","week 12","Female",20,"Jakarta (Special Capital Region)","4","1","Full time student","Somewhat badly"
"11440","week 12","Male",20,"Banten","4","2","Part time employment","Somewhat well"
"11441","week 12","Male",54,"West Java","2","0","Part time employment","Very well"
"11442","week 12","Male",51,"West Java","3","1","Part time employment","Somewhat badly"
"11443","week 12","Male",23,"Yogyakarta (Special Region)","4","0","Full time employment","Very well"
"11444","week 12","Male",19,"East Java","4","0","Unemployed","Somewhat well"
"11445","week 12","Male",20,"East Java","3","0","Not working","Don't know"
"11446","week 12","Female",23,"Jakarta (Special Capital Region)","2","0","Full time employment","Don't know"
"11447","week 12","Male",48,"Jakarta (Special Capital Region)","4","1","Retired","Somewhat badly"
"11448","week 12","Male",22,"East Java","3","0","Full time employment","Very well"
"11449","week 12","Male",19,"East Java","6","2","Part time employment","Very well"
"11450","week 12","Female",50,"East Java","4","0","Part time employment","Somewhat well"
"11451","week 12","Male",46,"Jambi","5","1","Full time employment","Don't know"
"11452","week 12","Female",21,"Jakarta (Special Capital Region)","2","0","Full time student","Somewhat well"
"11453","week 12","Male",24,"South Sulawesi","3","0","Full time employment","Somewhat badly"
"11454","week 12","Male",23,"Jakarta (Special Capital Region)","4","2","Full time employment","Somewhat badly"
"11455","week 12","Male",22,"West Java","4","1","Full time student","Somewhat well"
"11456","week 12","Female",47,"Jakarta (Special Capital Region)","5","2","Full time employment","Very well"
"11457","week 12","Female",24,"West Java","2","0","Not working","Very well"
"11458","week 12","Male",51,"West Java","5","2","Full time employment","Somewhat well"
"11459","week 12","Male",19,"Yogyakarta (Special Region)","Prefer not to say","0","Full time student","Don't know"
"11460","week 12","Female",26,"Jakarta (Special Capital Region)","8 or more","0","Full time employment","Very well"
"11461","week 12","Male",27,"East Java","5","0","Part time employment","Somewhat badly"
"11462","week 12","Male",47,"Central Java","6","2","Full time employment","Don't know"
"11463","week 12","Male",19,"Aceh (Special Region)","7","4","Part time employment","Don't know"
"11464","week 12","Female",21,"West Sumatra","6","0","Full time student","Somewhat well"
"11465","week 12","Male",31,"East Java","4","4","Part time employment","Don't know"
"11466","week 12","Female",19,"Jakarta (Special Capital Region)","6","1","Full time employment","Somewhat well"
"11467","week 12","Male",39,"East Java","3","1","Full time employment","Somewhat badly"
"11468","week 12","Female",24,"Banten","8 or more","5 or more","Full time employment","Somewhat well"
"11469","week 12","Female",50,"Jakarta (Special Capital Region)","4","1","Other","Somewhat well"
"11470","week 12","Male",46,"Yogyakarta (Special Region)","3","0","Full time employment","Somewhat well"
"11471","week 12","Male",24,"Yogyakarta (Special Region)","4","0","Full time student","Very badly"
"11472","week 12","Male",24,"Banten","6","1","Full time employment","Don't know"
"11473","week 12","Male",60,"Central Kalimantan","3","1","Retired","Somewhat well"
